m,n
155,192
58,60
181,148
125,99
85,139
41,15
190,43
125,157
162,53
95,32
37,12
59,95
150,68
63,23
106,155
176,162
73,114
148,94
184,25
180,161
174,43
105,197
110,84
26,121
200,32
126,14
90,116
100,130
153,28
198,34
140,196
73,166
107,10
186,129
141,116
59,165
131,165
183,19
140,113
49,196
128,89
182,13
189,17
136,171
153,37
115,146
164,139
118,116
53,98
21,71
198,34
26,200
82,106
111,124
76,173
91,26
143,95
39,190
28,32
22,155
180,176
119,30
198,123
193,144
182,184
151,140
29,131
94,160
150,123
13,53
163,90
174,180
198,89
119,125
21,188
114,181
63,18
130,95
188,131
90,43
183,76
173,93
42,139
96,92
130,115
25,22
196,112
188,148
85,61
99,198
10,17
173,69
125,86
101,146
90,169
12,35
108,79
56,65
158,134
33,191
110,181
52,151
189,28
103,97
95,150
12,162
140,106
101,50
194,78
48,183
76,136
188,76
41,125
122,197
137,33
144,191
140,48
157,177
171,19
40,129
84,155
199,118
193,185
138,85
105,93
20,187
117,47
104,10
72,17
183,118
20,33
100,81
138,127
101,189
15,145
80,89
20,84
39,20
86,184
185,115
84,57
126,186
98,12
184,186
153,107
75,80
188,46
132,127
64,193
78,199
176,149
133,171
42,34
160,120
73,14
78,21
178,165
101,139
113,179
85,145
171,137
66,118
18,23
47,78
29,33
28,13
150,39
44,193
90,100
72,139
35,84
92,106
129,103
86,38
177,59
134,179
81,177
176,19
13,158
88,166
191,48
98,23
155,61
11,60
103,10
36,152
112,12
112,87
195,175
23,49
16,22
40,183
160,182
103,59
58,18
82,16
116,123
55,197
176,59
74,128
138,29
41,28
126,188
24,108
43,52
134,152
177,49
63,174
179,172
75,10
174,143
76,182
118,22
85,20
50,143
80,145
168,131
32,105
12,104
133,49
42,10
182,143
165,186
17,147
138,164
166,68
200,145
96,103
57,92
127,178
130,74
160,124
132,114
113,69
65,171
89,103
87,119
117,200
163,14
112,123
78,200
177,162
25,49
88,164
59,189
176,80
14,80
33,101
80,194
198,152
123,161
61,182
103,153
75,157
143,97
64,199
98,12
114,136
167,76
123,172
141,180
154,159
21,14
57,143
181,10
184,70
199,99
152,103
13,63
196,47
66,69
127,74
179,108
41,37
94,88
176,175
139,29
135,151
123,153
176,179
192,169
55,67
45,156
97,39
152,73
103,107
22,167
95,112
81,111
86,74
26,135
183,83
36,118
101,108
94,32
155,151
77,79
92,178
189,11
154,96
138,117
191,145
155,150
24,94
76,157
41,51
132,131
33,158
122,127
103,109
100,32
92,61
79,96
127,142
30,32
95,130
141,162
166,48
116,127
53,179
32,14
119,149
57,191
170,166
132,45
141,13
33,94
33,36
83,153
146,39
63,160
80,99
82,132
116,122
120,63
189,22
15,180
82,150
163,20
57,63
29,71
24,86
62,61
70,116
123,48
158,41
31,103
197,89
70,30
60,176
147,75
135,120
199,60
189,153
130,20
130,65
137,112
181,104
58,178
121,101
16,115
95,179
161,60
171,49
133,25
157,103
182,60
53,35
102,16
179,23
112,153
66,194
120,108
143,147
186,189
178,164
38,43
200,145
177,155
130,12
43,199
117,43
90,98
81,129
65,134
45,121
141,114
134,147
179,37
75,67
26,75
173,80
44,83
59,54
58,45
163,79
186,36
136,200
20,35
15,36
166,119
186,118
85,169
149,54
157,35
58,84
74,100
83,167
154,110
43,108
62,81
146,129
45,10
186,36
30,134
99,159
29,175
145,184
37,21
95,76
17,95
62,162
30,78
20,29
159,156
194,83
37,28
128,191
21,17
190,182
158,138
30,155
28,199
58,78
97,59
158,195
160,197
160,122
167,110
72,179
34,142
171,109
77,167
182,138
56,118
175,111
110,185
93,147
112,164
44,59
64,108
138,161
118,166
181,45
140,162
64,58
192,99
58,86
76,34
28,84
175,123
190,138
71,157
63,113
143,178
62,175
20,106
59,88
109,19
192,36
172,50
156,37
136,133
141,60
121,74
98,119
81,10
25,139
74,15
51,85
186,141
137,31
179,13
38,107
50,93
23,174
160,16
158,146
37,74
200,170
170,38
60,199
128,13
62,21
151,47
196,83
101,182
147,181
87,182
79,30
32,168
174,79
36,57
47,54
39,142
90,43
79,161
131,105
107,92
49,43
27,175
70,53
181,125
124,147
98,36
189,93
123,105
53,66
32,114
195,97
119,33
111,183
176,168
120,141
44,19
169,70
122,95
69,85
81,193
60,47
30,54
70,174
55,24
49,52
99,115
147,169
77,140
108,126
153,168
82,104
137,187
165,110
20,162
111,88
80,145
146,192
39,27
120,78
127,161
87,23
89,100
45,142
68,101
163,192
73,26
117,142
87,36
192,103
40,122
40,103
92,130
196,22
147,64
21,71
20,65
126,45
21,147
11,140
129,31
199,112
138,56
135,11
44,196
87,146
29,164
148,126
62,37
140,63
18,176
118,55
69,164
139,138
179,90
21,54
32,122
104,199
147,193
122,64
104,107
53,132
99,24
102,104
196,13
101,139
111,195
108,64
116,124
118,63
37,63
173,49
34,97
127,52
29,34
79,153
152,48
80,193
139,151
178,139
142,167
81,157
166,198
32,69
119,82
174,130
157,58
129,167
128,180
74,95
84,142
108,83
64,137
21,119
36,104
189,147
164,156
135,200
72,144
190,92
104,48
40,35
36,137
137,90
143,14
140,51
38,77
19,160
36,36
22,68
62,85
36,86
54,37
103,154
67,16
129,138
53,161
152,37
15,99
157,122
118,57
14,129
58,64
21,198
63,125
65,76
139,42
66,142
192,32
160,81
73,192
159,151
65,87
183,62
174,108
57,61
38,53
160,107
53,115
129,116
83,152
102,180
198,118
12,66
23,185
58,165
87,33
124,35
16,134
186,10
129,113
37,106
127,146
22,179
31,105
137,170
120,57
115,167
171,161
56,15
182,161
159,72
94,45
42,58
64,67
67,150
144,153
171,160
88,177
67,170
157,134
63,167
34,34
189,189
116,195
150,140
12,89
164,174
199,80
172,184
53,91
60,35
189,72
57,54
71,138
15,101
109,148
57,88
110,92
65,38
196,152
17,136
47,170
101,123
66,81
20,27
148,181
107,149
35,49
137,49
58,140
158,174
162,19
110,150
96,13
16,66
140,89
166,124
75,198
18,154
188,104
112,53
123,138
66,198
94,198
58,63
166,68
133,194
102,139
42,174
130,30
50,60
173,118
28,61
137,36
21,98
35,179
159,65
53,76
23,110
77,192
99,107
94,83
197,185
123,135
155,180
136,69
146,83
145,114
193,63
72,194
100,143
19,10
17,102
132,191
82,186
53,18
137,28
137,165
136,92
45,182
90,174
89,37
92,152
13,42
193,146
29,117
172,35
197,148
82,137
98,104
47,99
178,181
76,62
141,173
89,71
86,195
31,185
65,85
135,37
121,57
41,24
171,102
92,22
59,25
91,189
133,36
29,187
188,135
106,31
139,86
55,168
93,124
126,173
113,117
133,91
82,78
136,200
197,192
88,113
45,43
134,147
177,183
23,22
53,113
115,59
45,106
18,38
51,193
93,31
183,56
29,188
106,84
29,181
40,97
97,110
198,159
79,43
57,72
164,51
146,34
165,63
121,136
41,94
12,141
148,24
37,80
112,199
100,81
179,118
113,107
75,33
107,93
185,154
148,82
154,160
45,87
196,111
63,174
134,103
85,178
22,142
54,63
20,122
156,79
71,152
86,168
83,48
122,182
96,197
85,47
163,122
155,18
151,130
20,81
11,197
188,114
45,181
143,149
165,162
52,135
26,106
121,24
132,11
39,189
166,44
199,162
67,170
12,189
115,113
76,188
35,26
198,39
124,15
139,92
171,124
62,179
29,118
50,88
158,175
16,181
199,185
74,187
77,95
72,33
51,159
45,110
99,20
84,62
56,60
68,199
16,85
165,195
25,111
62,141
156,130
181,79
105,96
16,70
100,174
70,153
74,153
128,182
36,12
188,140
113,29
190,70
66,179
33,40
149,135
156,95
23,197
54,60
96,145
21,81
157,51
74,117
98,195
94,39
125,44
191,91
100,31
125,173
160,188
71,68
183,136
34,117
197,35
143,186
17,70
172,159
157,189
195,125
159,177
39,101
149,161
125,104
94,120
50,127
191,18
40,77
104,150
33,28
49,75
98,24
33,129
59,193
192,166
64,93
123,89
174,104
17,53
87,41
31,185
183,55
81,12
89,167
103,10
36,142
112,95
177,149
133,174
156,82
100,198
120,184
168,26
120,18
102,103
200,68
163,198
15,112
75,134
172,198
101,153
13,53
127,110
51,19
39,65
131,130
140,82
76,79
123,59
82,173
94,18
113,145
128,117
64,119
69,20
164,75
51,123
35,77
194,73
164,156
75,145
25,144
84,78
75,156
140,126
166,122
15,18
31,16
106,93
25,137
189,46
22,42
65,37
17,169
69,177
42,158
163,51
163,176
103,110
179,178
67,13
146,135
112,171
30,70
169,44
183,150
174,94
110,138
161,119
141,126
155,118
64,154
51,194
150,75
13,147
161,111
23,166
184,122
161,138
74,108
118,69
116,84
37,29
122,77
134,122
95,125
115,126
106,61
116,128
188,11
72,72
37,129
124,169
182,135
115,134
65,47
101,174
195,92
138,45
96,41
69,61
133,94
164,102
142,34
95,176
148,142
156,155
188,144
73,99
132,15
165,111
136,170
175,179
40,16
198,125
134,165
165,159
164,120
97,181
134,171
161,152
18,169
179,79
197,163
91,113
23,191
16,165
150,42
33,182
169,84
130,16
76,55
146,76
157,98
100,26
85,23
122,185
47,66
50,38
24,16
134,105
83,144
184,90
151,142
172,130
46,10
86,95
173,113
46,59
188,81
80,130
36,55
154,51
114,189
27,183
77,136
70,197
167,140
175,130
12,147
19,116
44,140
164,38
137,48
63,16
42,144
135,177
188,47
41,46
188,36
185,66
198,177
199,55
117,65
89,61
67,198
157,143
116,143
122,86
77,65
111,145
148,19
16,66
16,114
158,182
108,32
197,150
116,120
18,25
200,103
51,70
85,12
120,139
158,182
17,137
121,104
86,139
153,159
49,84
130,31
39,64
63,13
92,48
164,79
67,189
22,74
178,117
193,107
58,186
133,182
60,114
46,93
32,83
97,166
33,90
75,97
124,67
82,86
88,37
195,20
178,100
46,129
140,116
109,148
78,200
58,116
149,95
40,92
198,93
183,178
122,191
143,114
20,162
181,12
92,46
177,152
131,56
70,121
117,83
21,11
23,175
48,127
48,38
157,65
66,136
149,196
28,93
102,149
53,105
187,63
52,134
87,82
15,48
124,119
172,145
26,105
126,70
162,164
87,198
200,34
190,151
137,22
28,21
94,134
31,48
12,174
188,27
95,137
188,189
16,162
88,125
138,105
167,142
45,187
134,179
114,31
132,170
156,194
21,60
79,185
80,179
89,71
166,185
25,157
66,93
117,92
68,196
133,91
178,37
140,42
97,21
163,156
25,53
128,51
26,124
70,64
57,61
167,46
120,92
97,98
184,87
187,104
38,105
91,29
84,58
105,135
11,200
164,133
90,142
15,76
51,112
23,178
28,53
176,164
113,96
36,178
99,47
101,113
41,73
118,135
68,189
74,101
112,72
99,105
195,175
26,167
121,120
169,86
45,165
80,115
178,78
188,116
77,31
106,140
20,142
28,188
182,46
102,40
107,178
110,135
78,175
87,144
150,32
150,124
40,13
70,142
11,56
138,62
94,195
162,78
128,108
162,140
28,104
30,118
69,83
139,168
143,72
93,142
67,115
195,51
104,16
150,161
182,126
50,156
12,41
121,150
36,141
167,14
189,30
75,23
167,147
73,106
14,137
183,76
184,118
120,128
26,121
104,101
65,78
29,163
189,54
124,28
176,60
32,81
172,198
44,186
115,108
31,61
147,159
54,134
164,54
123,61
136,59
109,113
154,103
149,32
169,174
132,105
38,26
61,84
160,22
191,132
195,192
34,97
116,196
92,19
11,49
19,110
199,113
180,31
107,104
95,36
62,139
19,151
40,86
156,144
28,122
83,164
192,184
34,112
198,97
82,158
49,19
169,42
60,90
200,24
170,34
59,133
121,48
79,197
25,182
43,157
148,78
42,187
33,153
165,107
81,24
108,37
84,129
110,101
164,105
126,172
51,102
130,43
130,112
145,59
76,119
26,20
169,82
24,20
93,10
183,113
167,179
44,122
136,55
162,56
184,129
101,182
120,12
145,138
154,119
27,16
185,102
30,86
158,186
26,114
180,177
53,128
84,84
172,161
135,22
23,74
125,151
171,141
23,137
128,123
108,142
92,156
61,190
174,176
53,37
125,110
121,126
105,12
191,49
22,84
79,189
24,39
55,106
172,140
91,61
197,79
144,167
62,118
38,199
13,118
82,184
10,175
15,105
130,163
170,146
73,195
109,13
118,75
151,129
154,87
107,42
167,54
92,16
196,111
26,131
47,126
139,175
34,150
58,121
133,161
143,130
110,129
145,151
51,17
122,113
188,47
174,193
122,23
66,14
189,140
74,11
27,171
165,141
87,101
146,191
133,162
137,184
131,97
135,75
114,83
186,156
27,57
177,198
96,61
167,105
158,179
44,10
193,83
119,142
46,25
127,114
198,30
29,128
79,176
135,97
138,157
134,136
111,148
40,197
88,43
191,174
51,181
166,196
20,85
32,164
136,58
77,130
188,101
37,179
41,28
115,43
173,30
41,181
117,51
153,196
92,131
11,197
68,45
190,154
78,130
36,168
164,16
184,72
147,100
125,103
91,112
167,79
56,116
29,63
24,59
81,80
153,163
106,151
74,188
74,17
10,79
179,180
47,116
49,36
173,174
193,120
123,81
196,115
171,98
177,117
173,199
124,132
160,122
168,182
137,41
62,158
23,63
191,76
183,61
63,176
140,142
198,96
78,100
95,67
169,128
169,143
131,99
73,183
157,120
177,65
137,65
145,138
99,61
182,109
112,102
77,37
75,183
141,92
196,167
89,193
99,71
102,20
177,66
200,80
16,75
99,34
109,146
96,75
35,87
43,129
186,152
116,38
129,64
23,17
104,156
163,139
113,98
103,28
165,180
94,143
192,198
48,149
126,106
170,151
116,116
10,165
170,114
126,140
108,195
88,192
173,149
19,15
30,111
175,120
72,177
139,87
189,86
181,91
99,22
145,66
194,56
188,169
154,171
12,71
60,25
145,76
99,41
114,153
165,62
87,72
14,26
22,33
64,195
83,158
74,45
185,26
106,69
164,113
83,178
98,168
22,83
106,190
68,68
169,26
100,29
121,157
32,52
28,134
106,40
181,173
174,26
191,146
40,36
125,85
141,11
114,150
133,29
77,163
44,109
63,133
175,38
186,93
45,62
109,66
159,131
67,115
100,31
117,158
169,112
159,182
111,51
142,144
28,58
167,164
25,21
200,93
75,31
12,137
44,155
16,94
200,60
157,51
100,123
95,147
25,58
136,36
193,193
147,79
16,102
115,194
130,195
35,122
22,159
190,84
39,157
72,55
31,46
179,36
27,53
180,158
187,45
70,150
159,68
18,42
40,187
50,165
174,199
156,102
20,31
50,179
98,61
82,196
41,114
194,112
94,63
21,180
114,23
175,84
23,106
197,90
37,63
93,14
184,96
61,106
99,133
121,189
189,94
20,136
128,97
75,47
21,46
83,69
195,170
133,95
142,15
20,149
136,96
72,184
32,192
38,30
199,93
65,21
71,112
190,188
160,49
101,162
177,178
86,102
66,184
182,171
192,194
99,133
50,181
183,54
155,54
162,145
108,16
99,55
122,160
158,124
142,180
31,18
178,194
182,16
192,142
168,136
112,132
20,192
28,144
35,99
105,164
95,108
24,114
121,49
196,76
141,143
65,76
197,142
196,172
188,149
117,62
118,65
36,26
168,123
25,183
196,154
12,127
156,101
129,170
179,183
73,36
56,165
200,77
160,196
32,154
61,197
63,183
119,191
79,34
154,132
181,39
124,47
107,105
14,71
169,104
165,142
134,111
147,192
87,161
119,159
71,100
109,31
127,89
14,135
78,25
106,55
90,41
137,186
108,106
175,15
65,120
77,73
139,172
164,181
125,86
124,157
32,101
105,35
133,104
138,68
28,18
155,101
145,183
13,162
143,194
195,20
15,101
11,136
59,105
42,120
13,163
167,49
68,74
18,105
178,178
25,41
155,100
133,60
84,135
129,47
43,87
99,64
69,65
46,148
30,190
166,49
28,170
29,158
119,77
182,48
46,107
178,47
61,45
164,74
152,16
195,43
176,130
192,172
192,46
109,186
66,13
135,104
179,44
73,75
16,137
47,43
194,125
19,116
190,200
21,178
114,53
75,119
73,81
197,16
55,134
125,78
152,145
60,112
47,187
128,64
17,34
189,124
12,166
117,183
45,175
96,16
125,28
53,74
151,101
154,141
40,181
70,114
100,172
82,131
174,154
62,196
29,123
127,94
143,50
10,39
161,109
172,35
88,27
108,156
164,61
122,86
88,54
163,185
36,87
173,100
130,128
106,131
156,186
41,15
199,164
143,20
74,142
76,103
123,91
58,90
104,45
82,148
34,154
114,92
154,28
128,130
19,113
68,55
12,37
108,134
144,122
32,166
34,176
123,115
60,92
175,74
129,34
59,28
192,55
143,167
61,53
79,185
131,96
197,200
153,160
147,105
62,80
59,185
120,115
34,90
32,198
53,64
156,28
36,100
30,36
62,131
95,122
99,153
117,128
126,179
182,122
67,109
153,101
102,169
133,162
175,125
100,64
31,111
187,163
180,166
177,132
167,78
126,84
41,151
100,13
169,184
47,12
27,138
110,65
67,118
122,92
55,51
18,130
74,168
192,71
176,46
144,16
68,148
70,123
123,34
67,56
70,14
78,193
77,43
47,142
194,76
95,172
78,56
79,172
68,182
190,30
135,179
64,142
75,136
162,123
95,124
57,35
70,81
69,54
16,120
52,83
121,105
107,124
115,86
119,143
86,73
146,24
133,153
189,130
122,31
196,32
187,139
177,53
51,191
156,42
55,104
11,98
101,29
190,68
64,145
178,161
172,108
23,176
136,54
110,15
95,104
128,145
19,152
125,193
26,192
90,127
178,72
134,199
81,118
119,165
120,80
167,123
104,151
30,91
35,185
130,58
33,27
10,196
27,67
194,126
47,191
174,85
117,177
126,17
22,28
145,24
13,59
196,72
85,25
12,155
166,195
177,61
110,114
13,81
144,63
138,185
60,98
78,134
98,154
185,82
158,35
190,114
167,94
151,156
67,110
99,100
138,166
94,98
61,154
21,67
197,111
28,60
13,70
74,76
158,19
143,122
169,71
193,113
22,36
108,18
129,125
141,89
136,186
115,120
10,111
30,99
101,171
51,189
19,119
131,192
199,171
58,28
170,177
170,160
44,183
42,103
102,127
173,17
144,85
78,177
52,54
63,159
193,106
16,26
13,28
22,196
117,45
167,142
135,135
143,105
40,71
80,135
61,198
103,112
97,192
101,93
108,132
45,96
196,151
166,20
14,89
31,33
141,21
39,69
131,110
158,74
116,131
84,145
50,112
59,90
64,103
137,160
90,51
75,86
126,171
43,23
60,37
103,150
76,78
22,20
33,80
47,162
61,43
49,199
198,172
176,35
83,149
62,161
161,112
17,174
30,191
162,121
67,14
91,55
143,110
42,23
77,129
102,94
12,144
44,131
190,63
62,89
53,114
134,165
31,129
190,46
103,172
166,51
93,170
90,128
18,189
83,98
82,106
41,73
21,199
199,190
167,58
122,197
101,86
183,120
141,151
115,79
19,171
14,33
22,175
199,168
170,65
111,55
140,121
167,85
154,104
45,178
83,161
137,16
10,50
12,85
185,28
161,41
173,190
69,171
200,193
93,98
187,181
185,22
88,80
146,128
137,117
151,136
62,113
152,191
18,65
181,113
131,98
41,166
114,100
20,111
101,111
16,159
151,83
35,74
166,165
76,95
199,169
70,60
141,29
67,20
21,81
37,153
70,83
85,171
85,142
165,158
127,119
103,53
112,155
39,125
73,192
19,110
182,158
54,12
48,171
121,88
71,173
64,167
78,87
133,83
165,145
32,72
183,22
182,58
92,134
160,117
196,199
38,50
47,196
58,177
115,66
12,184
81,156
156,35
135,118
196,28
136,57
121,12
42,27
33,42
121,42
119,27
197,145
37,71
90,119
105,60
79,175
24,160
178,92
145,162
43,129
175,142
86,132
183,67
197,163
130,61
135,171
82,96
120,177
165,158
150,87
97,41
175,65
117,47
149,102
63,103
82,173
173,156
73,200
140,12
135,124
16,179
29,43
91,176
121,189
197,123
33,138
78,102
149,82
189,102
80,78
61,129
44,144
94,178
102,70
57,187
132,19
127,128
125,137
139,146
115,48
13,132
110,27
38,166
56,35
156,75
131,99
31,113
31,84
148,124
83,10
91,71
133,118
63,17
73,104
161,44
182,171
55,168
22,152
37,16
29,83
134,136
105,128
158,129
124,117
94,14
99,52
168,189
179,113
199,133
39,181
66,153
152,56
69,34
166,188
182,23
139,128
14,46
103,91
60,69
53,26
105,15
82,189
81,32
16,85
126,21
26,103
88,94
64,76
70,26
93,34
161,175
157,198
98,164
98,61
192,26
172,98
156,125
46,119
155,91
140,145
172,110
78,197
102,75
68,35
90,105
67,178
38,112
102,29
103,63
100,151
33,82
196,54
80,39
113,146
142,116
162,137
60,59
141,38
70,136
134,154
39,194
199,25
124,170
105,181
178,31
188,45
68,52
33,170
60,120
158,122
85,18
197,144
162,72
89,42
144,90
130,93
194,191
177,57
35,107
53,60
17,182
125,173
173,174
12,139
156,46
179,132
79,159
103,134
49,160
56,48
187,83
200,186
139,178
37,22
144,183
149,14
43,197
44,183
25,127
157,25
120,140
38,109
86,19
170,66
133,123
83,113
27,31
32,36
72,51
49,36
106,188
53,112
194,151
41,82
98,172
144,85
10,168
200,52
106,134
90,72
150,122
196,14
118,192
74,155
76,143
150,185
160,192
109,136
125,85
75,165
73,98
54,72
86,108
59,95
122,191
55,82
28,164
35,29
177,39
28,126
117,142
19,81
163,74
115,29
170,191
64,100
74,19
103,12
151,80
81,149
77,12
13,108
168,79
144,58
167,112
172,199
89,114
23,87
134,177
73,118
67,96
56,51
12,21
33,121
119,187
122,169
162,22
103,119
89,62
179,83
82,112
117,131
65,48
145,22
165,168
110,76
27,138
184,90
112,33
171,115
99,111
101,167
99,25
198,188
56,139
97,100
81,191
24,200
99,170
71,11
175,64
128,74
163,62
27,58
89,40
72,174
194,169
49,125
101,58
27,89
196,182
25,111
21,21
114,21
65,149
172,153
91,52
102,197
13,116
90,193
174,151
163,188
52,27
129,147
146,145
66,93
146,57
57,146
131,146
180,11
110,93
182,189
182,153
33,80
16,122
105,15
149,113
80,60
21,42
192,13
108,117
102,45
30,55
15,132
88,89
98,172
108,151
150,148
48,134
97,197
39,174
149,77
96,73
29,50
79,160
87,114
16,179
25,163
164,139
93,168
31,74
35,12
121,185
138,113
179,136
163,14
163,140
126,61
15,162
139,157
18,164
143,169
100,26
20,159
81,44
106,194
173,115
197,149
104,51
73,164
190,77
37,79
88,14
140,184
71,97
197,177
154,108
121,188
105,92
108,34
12,42
54,109
147,23
176,64
81,83
188,118
146,56
80,51
170,137
32,120
185,161
153,149
84,183
49,95
97,104
111,174
117,156
72,57
140,183
64,140
187,95
190,106
178,182
165,90
180,176
105,145
75,11
134,98
79,65
28,66
138,39
27,112
89,68
153,110
25,187
171,154
176,119
72,151
111,87
174,38
46,53
26,196
196,167
170,111
75,89
120,160
12,101
119,56
186,50
51,14
13,47
145,116
116,138
199,29
165,77
111,181
57,75
60,191
199,92
118,197
169,34
133,11
65,27
89,135
84,66
43,139
26,126
41,103
189,169
118,22
27,44
76,123
103,18
187,59
105,138
72,185
99,105
67,154
56,145
55,123
191,156
170,10
15,148
76,154
189,56
189,170
143,160
77,103
173,81
79,175
137,110
123,111
32,70
132,48
160,65
19,182
158,119
100,41
104,177
141,139
114,24
44,144
122,173
43,105
168,41
26,192
78,11
43,53
162,192
58,89
117,113
192,167
67,45
65,182
152,37
197,198
50,180
198,70
159,10
162,123
18,94
162,19
40,28
197,22
120,45
89,168
76,194
33,131
125,58
101,39
30,84
90,145
36,89
81,73
69,197
175,116
141,92
94,18
26,110
63,93
188,136
188,162
70,52
26,185
60,191
181,39
95,182
186,193
88,18
51,69
112,91
173,135
12,95
98,123
25,28
69,126
146,92
88,44
138,78
55,53
102,104
153,194
199,11
22,41
160,121
46,109
137,107
137,45
37,120
120,153
44,169
94,30
92,92
86,31
124,25
38,67
150,144
63,47
89,19
20,101
34,68
200,25
123,157
103,170
50,81
104,117
171,94
15,23
61,103
125,164
44,180
47,69
187,89
80,62
177,190
19,68
67,130
61,69
52,87
70,81
12,40
158,110
122,147
135,22
120,126
62,170
186,56
118,130
63,126
16,165
24,65
79,70
117,165
99,189
160,128
71,15
123,121
63,135
22,98
23,85
12,174
60,140
135,190
65,110
158,95
137,122
102,24
92,166
66,194
198,24
57,94
177,15
142,67
100,74
158,76
71,31
197,81
89,193
200,105
174,128
142,117
11,176
87,14
79,47
128,178
65,72
53,199
122,163
112,181
32,95
88,175
11,150
113,154
119,114
95,18
33,114
120,74
49,46
172,27
49,71
134,139
74,26
100,89
123,34
180,119
32,82
72,173
30,42
96,21
29,168
54,134
31,23
45,19
148,117
38,142
81,84
35,111
181,63
133,42
13,148
38,180
126,155
123,54
75,17
91,99
112,76
111,145
134,153
154,106
187,153
125,182
190,108
114,51
21,164
45,95
70,131
200,62
83,171
153,26
145,160
88,80
96,21
171,151
86,115
45,112
196,82
73,168
67,179
151,166
36,135
47,67
29,159
147,172
192,33
90,89
71,89
164,97
91,195
14,118
110,155
177,44
88,33
150,110
70,132
39,122
43,124
132,20
109,113
23,199
78,104
40,188
114,143
11,195
139,92
17,121
200,187
13,160
119,151
87,192
58,39
111,16
39,157
115,191
154,166
138,72
184,169
71,34
169,22
169,116
106,17
165,197
30,23
96,180
141,146
86,111
118,47
159,105
185,35
56,103
194,162
21,76
17,191
95,188
79,156
186,126
94,141
94,28
83,150
47,36
107,164
164,85
146,51
34,190
141,50
58,138
10,81
112,25
99,193
176,159
37,174
142,35
154,178
46,136
96,76
148,130
97,134
77,191
178,165
133,124
130,32
188,200
197,74
90,122
172,169
150,86
67,108
114,55
76,70
73,25
200,198
123,53
46,71
92,76
116,14
186,165
78,175
151,192
151,140
184,89
176,116
121,74
100,174
177,68
56,69
168,57
199,80
88,56
79,110
84,142
48,52
152,54
145,91
65,108
150,190
102,187
32,58
128,142
23,24
121,148
43,152
135,97
29,60
98,109
126,153
83,87
156,115
24,47
192,51
21,157
155,159
104,113
131,16
172,71
46,105
198,141
128,121
80,32
155,199
111,97
199,15
90,168
106,174
99,98
183,83
69,36
63,96
14,55
24,112
47,176
122,106
191,120
118,99
182,24
179,110
124,66
71,97
195,62
139,59
128,73
136,115
24,181
158,148
68,144
187,33
30,193
73,52
161,34
181,110
88,170
44,95
79,123
11,110
198,99
37,116
200,188
17,33
154,125
135,62
144,58
61,51
177,180
149,53
57,164
135,28
35,68
22,132
21,29
113,65
200,119
98,48
103,51
153,49
71,165
171,114
191,135
116,91
41,96
139,87
28,102
29,178
117,78
47,186
130,158
172,97
162,191
31,38
104,122
160,188
136,49
62,69
159,188
184,189
54,49
29,32
103,115
54,140
29,115
165,84
55,12
92,180
170,99
174,65
131,153
56,196
136,50
122,35
39,160
199,186
25,78
35,85
30,175
133,183
76,53
35,18
92,171
152,187
20,121
137,20
85,62
67,175
61,109
181,179
181,169
123,18
63,80
84,38
32,26
172,161
25,137
75,19
82,114
80,45
151,85
51,57
24,163
26,189
129,196
159,91
126,51
138,92
115,147
67,162
63,11
125,30
65,36
175,73
27,175
167,155
130,175
100,109
153,153
103,130
47,190
141,169
101,194
160,122
140,155
12,169
34,14
162,61
67,120
21,46
196,76
107,118
183,116
129,174
181,182
136,32
180,190
199,117
54,180
98,186
197,132
107,114
114,34
27,31
89,189
130,125
109,97
141,71
22,113
141,47
115,40
160,111
104,26
57,139
89,196
45,24
141,104
108,69
56,44
142,197
121,63
107,15
108,82
74,121
88,61
102,48
77,133
140,128
83,175
69,109
133,27
182,141
86,73
197,27
157,171
188,169
116,165
122,136
122,198
110,57
126,166
34,87
30,174
133,144
117,78
151,75
22,80
119,101
142,108
20,187
17,183
141,49
172,145
58,194
75,130
86,136
173,81
25,133
176,161
139,89
63,196
62,38
107,36
34,126
65,118
73,65
157,94
78,73
52,157
38,187
113,82
55,80
44,63
182,26
54,151
44,118
131,71
138,83
38,22
93,20
72,16
168,97
177,156
118,192
14,156
174,128
154,86
183,56
140,175
196,152
63,196
150,199
88,185
54,50
113,81
100,29
90,116
103,175
183,197
49,138
105,134
44,194
169,34
186,166
120,72
169,188
80,179
16,130
61,68
97,74
49,193
49,106
180,157
44,118
186,51
175,91
135,187
74,127
99,122
28,73
35,127
137,158
31,89
32,16
36,95
97,132
117,51
196,40
19,180
82,167
48,84
191,60
172,140
66,113
95,93
145,128
147,35
121,164
71,102
80,114
42,200
25,187
103,53
16,120
131,109
52,104
141,65
40,34
66,155
124,102
80,131
128,58
93,193
141,158
83,171
47,60
87,12
79,142
84,54
66,39
122,175
156,173
92,163
196,45
34,65
199,73
13,94
99,189
117,96
112,95
53,167
97,11
112,27
117,184
69,167
75,120
110,189
183,52
128,23
44,182
191,190
171,12
161,169
144,143
180,91
34,68
139,35
193,17
18,92
97,74
21,59
181,84
74,43
138,149
76,12
79,103
99,87
115,42
115,165
38,41
114,125
47,196
39,144
100,77
190,170
43,124
80,101
33,116
146,14
146,62
119,45
92,15
110,10
69,17
69,13
20,137
194,162
172,72
146,188
55,22
154,17
180,40
55,78
137,189
134,111
76,116
125,199
190,36
147,53
154,11
191,18
174,53
173,171
