m,n
31,175
84,144
94,129
19,80
48,25
103,72
31,159
139,38
111,26
120,180
126,97
128,32
77,20
81,169
157,188
49,123
168,191
63,77
140,42
30,132
190,53
188,67
113,173
152,193
40,169
111,115
49,174
133,115
179,102
68,42
75,149
116,149
19,15
199,48
176,152
143,91
127,182
189,75
88,196
48,181
26,47
31,162
150,104
135,173
156,157
16,122
48,29
38,128
129,174
173,35
47,128
90,159
19,107
112,97
17,63
71,33
21,170
112,131
166,195
33,110
95,35
168,65
27,48
97,129
130,46
36,151
162,45
181,66
106,39
23,119
104,69
158,106
138,31
52,138
59,149
133,163
141,90
50,27
96,125
58,190
150,82
141,174
25,142
12,148
54,50
105,162
109,121
94,142
16,172
102,199
35,74
169,82
144,26
144,133
66,92
71,22
169,104
200,141
26,47
186,87
120,53
187,187
169,53
163,177
101,193
191,60
111,75
18,66
179,39
198,114
128,99
52,79
20,78
71,172
106,63
65,170
34,27
127,194
37,12
70,118
72,82
67,49
112,108
178,42
187,121
81,80
28,16
183,77
197,107
44,196
115,110
40,66
178,96
81,196
46,196
42,131
161,150
116,61
127,62
138,22
137,34
34,92
37,135
113,97
81,46
147,96
180,81
26,185
84,118
59,34
61,29
15,174
66,140
70,33
18,84
179,65
17,52
50,16
166,11
113,15
72,111
89,41
178,171
88,20
111,158
132,18
177,55
164,25
78,112
27,17
166,114
186,156
140,106
165,152
90,74
30,192
96,15
52,50
55,164
46,83
156,189
26,122
31,13
186,93
23,150
25,128
185,64
121,154
36,85
67,12
61,66
20,19
130,82
33,79
131,123
153,101
200,32
37,191
93,82
134,151
39,122
171,31
97,41
15,39
133,176
23,135
20,20
34,42
14,104
128,98
161,198
13,59
98,170
127,10
68,15
113,121
156,127
131,30
95,138
100,148
32,149
104,16
10,176
106,132
200,91
74,53
60,27
195,51
97,86
173,78
157,88
138,42
73,11
152,26
106,79
77,197
125,171
89,148
47,150
128,97
172,84
43,171
83,170
175,88
57,30
40,184
46,71
46,79
120,44
60,93
131,168
93,85
63,118
21,53
57,135
22,53
149,163
102,158
198,186
115,71
186,40
116,29
149,40
71,114
73,90
188,21
37,158
74,178
178,39
20,151
81,14
52,114
61,19
57,74
69,79
195,53
109,124
63,180
79,199
198,175
200,49
169,184
14,37
131,61
20,82
46,80
157,70
173,57
38,139
24,177
33,113
73,73
180,156
97,80
189,53
28,116
170,173
145,99
19,89
66,130
24,141
31,154
191,12
106,145
171,195
34,173
32,141
35,110
76,147
61,155
26,28
193,194
100,41
48,47
22,23
20,94
193,117
30,50
39,29
139,44
47,18
130,185
187,47
190,181
76,16
176,197
165,177
13,92
176,16
175,123
164,195
97,135
134,83
166,114
64,129
144,180
25,36
127,16
124,183
79,171
80,112
130,49
159,21
130,151
124,111
185,127
59,175
26,98
168,194
12,69
139,36
47,55
18,148
145,198
94,69
119,142
65,21
16,49
159,152
156,152
91,180
80,59
80,140
66,31
193,186
178,101
14,19
187,67
103,138
140,151
167,174
176,52
136,194
110,92
163,34
167,13
49,111
71,86
129,174
122,65
82,176
88,12
105,47
101,80
195,100
67,32
149,123
17,27
51,64
86,163
51,77
132,130
78,110
33,60
35,40
38,161
31,152
170,121
114,124
164,194
24,108
135,38
27,188
147,62
152,179
126,142
43,166
177,118
54,106
50,169
97,35
130,33
164,113
154,114
128,107
38,135
113,118
197,97
190,10
48,127
26,95
129,91
183,150
126,99
39,174
133,153
145,176
186,171
69,164
173,43
154,76
151,12
102,143
26,170
18,80
94,85
154,106
178,106
78,135
39,111
35,83
100,129
12,50
24,90
177,158
79,29
124,163
110,165
74,37
111,38
81,139
140,89
119,184
151,161
180,30
18,199
57,24
50,129
66,127
198,113
84,180
22,38
90,89
77,165
147,74
43,87
123,147
75,71
51,116
74,186
163,135
139,181
195,63
199,80
145,15
95,94
88,149
95,17
198,62
105,30
195,93
104,17
121,96
135,89
82,195
85,110
181,161
164,48
137,34
31,98
41,101
152,165
145,62
32,23
136,130
107,149
132,50
50,179
169,49
78,55
155,67
177,147
181,51
22,121
47,73
68,134
166,162
40,61
17,152
84,96
50,185
93,13
198,145
192,133
51,147
175,53
17,89
37,134
63,135
98,105
106,177
14,188
181,44
111,48
102,63
192,52
20,157
73,25
127,18
182,71
14,195
78,130
163,183
15,56
95,192
196,139
178,173
162,139
160,110
44,74
69,125
116,182
142,77
106,86
21,89
82,60
136,87
42,18
71,90
188,23
167,119
90,173
11,168
97,150
59,182
123,87
16,193
78,95
138,107
115,198
47,134
21,14
37,195
158,18
154,60
98,55
46,120
42,187
51,190
53,164
161,129
76,174
71,55
57,25
100,123
94,44
182,131
127,129
24,96
23,47
14,175
62,190
80,121
152,191
64,29
200,200
167,173
73,181
195,10
177,149
10,131
166,144
34,92
119,93
120,62
145,93
121,74
28,142
27,163
131,133
107,55
101,184
141,134
24,75
155,45
156,78
135,166
124,60
196,46
195,35
47,91
167,161
160,17
11,85
198,15
184,112
191,51
118,52
172,168
95,178
108,164
93,13
185,172
89,107
55,85
100,125
36,76
94,155
27,111
152,133
150,165
106,11
168,174
144,168
196,76
150,152
76,181
140,58
54,143
104,47
67,102
139,56
80,70
175,104
145,122
197,47
45,29
191,198
73,24
184,26
43,18
143,81
33,65
23,175
89,128
62,135
111,60
137,181
124,14
122,162
70,154
145,122
179,91
39,67
178,195
63,139
62,94
51,173
63,39
83,65
30,157
134,38
67,179
131,17
75,46
147,25
160,18
121,94
135,86
67,56
194,71
179,91
83,148
11,111
63,30
134,36
34,83
76,42
84,10
193,190
145,96
158,114
148,171
159,55
108,128
88,162
106,107
187,77
122,139
12,115
168,21
129,69
27,175
102,80
200,59
70,198
141,199
123,169
71,38
92,124
18,107
111,117
167,78
63,66
186,168
51,151
186,55
180,120
171,38
31,51
26,75
79,107
180,74
148,127
22,122
37,23
46,158
36,81
125,96
89,27
108,64
131,49
143,183
100,102
193,161
19,135
169,29
20,51
88,131
80,183
137,170
90,163
121,117
70,176
73,137
17,107
73,197
125,151
127,114
146,164
130,156
91,109
118,32
183,186
77,182
128,102
32,79
55,87
155,145
133,124
30,127
199,104
125,125
160,91
87,97
75,114
82,53
98,11
186,28
36,166
53,21
147,183
164,91
96,176
18,197
157,104
63,38
126,178
182,160
13,77
188,179
29,197
89,198
59,162
161,176
51,178
74,110
146,127
147,40
137,57
39,125
14,182
59,159
111,48
122,51
191,104
148,198
46,84
54,130
176,186
80,104
11,133
63,124
14,98
35,94
119,191
140,172
125,29
87,153
170,147
60,198
200,117
197,56
18,104
54,74
22,122
131,132
161,14
158,107
28,129
147,140
179,200
144,93
43,100
138,188
34,165
159,198
30,112
68,159
28,109
152,123
19,43
115,124
153,157
19,36
188,153
120,60
141,193
101,108
55,89
12,135
94,67
17,178
26,70
124,72
58,43
138,57
100,188
162,165
199,182
23,35
127,84
182,91
78,147
22,97
58,51
135,121
114,51
77,60
49,104
89,115
177,24
43,51
24,138
30,133
162,91
153,95
57,194
23,114
18,27
25,122
174,46
27,15
48,198
83,68
90,190
113,131
122,167
132,72
167,23
125,138
174,114
130,110
73,143
20,43
115,122
142,129
188,173
103,145
144,61
61,42
126,92
41,153
12,17
16,116
172,139
60,59
101,113
71,101
18,155
25,199
54,164
173,170
132,137
63,73
104,145
82,198
40,91
175,80
100,95
147,117
180,112
54,69
86,135
112,154
46,39
123,47
151,52
173,147
193,59
72,90
58,193
146,148
70,106
135,192
30,200
27,36
189,111
70,95
195,174
130,146
58,36
146,192
157,43
11,200
116,58
107,179
199,177
165,130
75,159
80,118
10,172
165,51
175,39
172,98
154,83
116,156
21,53
181,90
61,154
144,177
52,129
29,143
177,100
69,17
128,65
168,43
104,153
89,65
83,179
90,153
124,179
31,11
103,169
159,28
36,124
128,119
76,165
113,67
198,124
77,137
190,168
23,10
28,103
138,90
159,149
177,189
90,60
30,36
185,72
20,138
89,189
131,191
78,183
121,30
129,92
89,41
97,22
137,31
131,139
47,118
175,132
37,178
165,157
132,63
72,189
21,92
155,134
193,61
78,128
165,144
85,193
115,145
21,128
55,151
120,100
17,105
160,22
200,145
143,125
20,25
87,24
65,66
192,27
40,42
68,111
104,165
143,156
137,120
182,138
169,116
67,134
99,171
80,185
25,114
84,46
43,159
39,127
151,16
133,187
163,125
110,78
67,22
30,176
95,196
124,117
161,42
184,196
185,195
143,76
191,97
121,197
121,64
140,92
43,86
101,109
197,76
160,96
184,118
109,151
19,141
115,96
56,120
95,52
116,61
71,122
140,197
180,20
15,32
127,51
147,81
197,93
186,182
34,178
176,95
133,23
73,186
11,112
51,183
183,46
174,188
102,12
57,94
175,136
185,153
129,164
58,159
73,33
85,129
170,114
32,65
195,130
143,49
13,164
165,70
138,184
67,199
144,14
106,99
174,30
114,110
92,151
119,194
28,110
98,147
49,19
60,17
179,122
110,106
126,126
122,88
29,103
143,143
89,96
76,82
97,15
34,136
12,87
118,18
87,16
20,11
125,164
80,136
57,200
68,164
77,61
18,102
58,90
34,164
122,58
150,114
151,58
149,83
21,61
31,140
130,61
174,52
120,90
138,165
174,107
69,182
116,113
27,85
95,182
77,137
165,150
123,184
103,144
52,105
185,180
69,200
87,120
23,53
97,157
160,99
64,94
149,178
88,26
83,38
104,98
164,193
14,182
154,45
78,184
188,79
173,104
194,66
170,38
104,168
95,27
198,45
148,200
103,148
16,181
61,36
130,115
126,55
42,120
180,50
120,40
116,65
61,97
102,67
119,101
38,196
135,91
120,127
150,177
36,99
162,77
109,166
181,87
37,160
180,32
200,34
176,100
120,74
121,183
177,62
27,88
123,145
188,48
193,87
147,131
122,149
57,83
187,52
173,166
135,113
67,116
176,150
72,99
117,37
24,165
36,173
175,130
99,86
170,36
146,25
43,90
103,198
198,126
155,92
42,185
159,21
72,91
67,52
107,72
127,118
70,43
142,160
197,180
55,75
146,124
109,195
19,198
133,79
43,119
96,149
62,88
174,57
192,140
67,153
49,179
105,198
114,151
189,154
67,124
88,180
14,199
128,126
85,35
109,125
83,171
117,93
31,142
100,123
124,50
199,172
91,148
122,74
49,132
156,114
13,132
96,156
135,164
89,192
69,134
178,116
49,119
182,60
55,39
87,129
183,122
17,146
176,51
97,31
195,125
123,166
88,173
71,152
49,193
195,134
167,20
27,34
11,183
109,40
14,105
185,100
64,105
146,176
155,42
46,61
26,15
156,106
159,186
56,161
67,26
154,97
21,51
92,22
122,111
61,152
106,198
140,88
105,75
111,79
116,155
31,152
23,119
73,145
90,11
33,89
190,98
175,159
62,104
131,44
160,193
193,43
94,25
122,59
33,131
91,14
186,95
144,49
169,175
13,169
16,32
45,90
146,79
63,97
91,143
28,36
122,74
61,112
67,72
55,183
85,81
168,44
200,170
132,166
103,130
170,153
15,43
183,194
48,10
37,145
101,152
86,55
174,65
62,92
105,20
66,35
34,58
88,120
186,135
33,15
62,123
138,132
158,89
161,135
178,49
54,166
148,100
193,74
90,103
154,128
173,168
101,167
78,98
183,102
137,102
126,13
80,102
37,56
91,58
15,122
141,88
40,77
84,185
187,80
195,28
161,120
44,153
76,130
75,190
66,28
189,48
69,136
142,75
98,195
49,45
81,81
80,142
144,34
162,159
59,166
45,136
95,107
31,135
35,131
136,140
63,85
181,169
100,164
194,94
95,24
64,61
93,173
165,163
11,44
185,151
157,109
186,65
183,178
75,13
35,18
96,15
106,20
90,64
141,155
192,141
110,154
184,45
98,24
105,141
178,122
165,190
146,36
143,17
33,67
132,183
39,134
47,166
17,87
145,68
99,52
125,156
146,111
114,48
49,111
186,34
155,76
13,38
198,55
73,128
106,154
169,175
29,11
107,40
195,18
37,74
124,13
122,110
21,23
183,60
79,51
32,44
169,136
68,118
144,167
29,62
74,60
163,155
196,184
29,92
125,187
109,95
148,139
146,37
109,129
147,137
83,105
150,123
46,15
106,181
73,91
45,98
72,79
144,58
197,16
25,39
172,73
75,61
132,166
69,54
142,82
164,155
70,186
58,107
35,69
94,192
109,150
119,47
191,53
126,95
103,159
164,183
34,22
19,48
78,25
86,55
77,140
136,45
53,200
122,39
127,100
12,82
99,34
44,19
194,144
173,98
131,147
143,141
67,162
169,125
171,30
152,65
199,97
23,24
13,82
164,156
83,124
18,102
39,199
79,166
25,41
27,86
93,58
170,102
172,123
84,187
155,86
16,82
110,161
26,74
169,140
147,43
107,165
95,17
138,58
77,106
17,126
23,155
45,40
190,31
150,14
23,91
152,185
127,176
128,65
63,86
165,200
106,197
98,188
77,178
87,115
90,176
172,189
121,159
78,105
94,104
167,130
112,93
159,92
98,99
96,48
44,51
40,139
64,176
177,21
86,122
11,84
77,54
69,174
77,145
78,99
102,76
138,156
151,41
189,178
16,168
129,90
159,148
62,97
42,67
49,20
111,104
59,171
18,73
63,29
139,83
65,167
166,165
60,13
71,144
104,53
135,53
63,28
187,156
153,193
129,72
144,185
106,71
33,141
77,59
159,40
89,88
26,39
168,10
161,156
39,101
76,200
112,49
175,178
139,76
143,95
88,153
42,64
11,87
169,145
39,135
94,22
87,142
127,162
174,81
156,106
135,198
62,127
18,188
172,133
147,47
95,31
137,20
81,151
60,37
176,144
194,66
85,47
183,75
151,113
25,141
27,166
41,158
22,194
90,48
176,197
41,184
189,65
95,72
63,21
26,124
37,80
184,98
100,112
134,96
160,94
186,18
32,179
177,61
10,194
100,46
39,106
91,70
110,173
184,116
109,16
175,147
149,194
36,188
156,180
79,126
170,171
47,16
86,13
44,11
121,58
71,102
176,67
151,149
81,36
106,144
102,187
80,129
21,100
88,119
130,135
157,60
133,66
86,19
87,109
105,199
99,82
120,107
27,188
88,179
86,169
172,16
33,15
106,194
129,151
97,22
196,83
19,73
112,31
194,143
178,145
157,110
84,89
103,174
179,36
136,56
172,39
30,163
82,20
71,183
89,63
55,155
15,136
99,78
123,110
35,81
148,55
61,153
140,120
78,134
73,145
115,10
12,14
169,65
192,172
129,129
176,16
119,16
91,132
199,16
68,56
192,28
112,121
195,113
124,121
163,92
149,132
199,174
187,56
155,62
131,141
92,178
195,76
154,50
17,126
70,175
30,186
193,15
188,180
130,82
200,133
60,141
18,154
80,64
36,60
83,86
141,180
46,95
129,43
115,150
181,176
103,150
52,154
127,155
165,193
72,24
83,176
133,120
26,175
141,130
87,56
80,140
143,135
61,165
58,93
146,39
187,55
121,190
143,72
160,198
149,162
29,111
31,35
35,186
34,38
62,61
18,108
21,153
104,98
75,99
48,79
145,199
79,82
58,75
173,61
133,96
24,20
87,180
103,183
97,139
95,148
101,95
131,100
69,179
73,163
193,80
50,126
115,60
46,188
14,93
22,107
114,17
147,138
74,81
110,184
110,122
131,131
17,61
169,198
143,53
185,46
59,76
106,31
182,72
158,85
68,80
81,151
150,170
138,36
158,102
16,98
48,180
173,111
120,198
23,31
124,40
51,145
186,143
160,150
153,50
54,192
94,147
195,106
107,189
151,22
50,16
77,68
81,106
53,160
124,181
163,163
96,19
103,157
73,69
83,97
199,188
113,193
97,161
123,69
42,135
108,126
196,111
81,148
183,87
163,125
95,72
138,177
186,63
36,20
97,69
160,111
10,27
26,26
199,32
90,17
199,13
128,107
167,120
31,190
142,114
51,26
196,43
44,168
74,29
63,155
109,89
85,77
12,39
133,31
79,57
54,89
95,175
117,43
171,185
194,85
108,124
173,197
110,29
104,24
105,82
188,78
198,128
194,77
133,128
14,89
157,171
38,42
67,87
15,13
174,89
135,53
112,14
112,139
13,153
185,29
186,69
53,110
81,32
94,200
37,54
18,20
160,151
26,13
149,120
175,118
28,193
12,142
167,68
178,44
10,129
83,147
84,182
93,57
46,194
14,176
58,148
87,52
197,38
123,50
164,47
62,151
38,110
174,142
135,64
57,10
131,48
37,65
62,143
184,167
144,119
114,50
102,115
101,156
66,38
174,92
175,56
144,111
159,196
25,118
117,88
13,175
139,154
194,84
123,94
155,50
146,49
59,138
102,164
111,117
101,104
74,118
13,79
67,143
45,188
10,106
102,76
140,92
198,119
155,68
182,13
11,190
72,180
75,124
192,67
137,15
142,165
119,74
140,144
119,73
124,44
83,44
127,194
76,161
170,146
58,48
114,193
115,160
157,122
163,119
28,33
127,123
127,112
176,185
138,82
194,162
65,119
68,65
18,151
186,82
123,57
194,102
182,140
112,129
24,58
96,155
98,110
126,13
161,142
61,164
28,172
123,63
179,28
102,27
113,135
88,182
110,161
168,24
154,50
178,160
132,167
24,89
120,38
116,37
83,23
81,40
22,74
103,95
28,64
159,86
61,108
118,46
168,116
98,168
162,162
183,138
105,167
102,139
153,48
117,12
154,149
150,177
36,58
101,110
88,177
92,108
89,108
80,101
32,17
104,12
127,172
52,84
24,144
76,28
119,97
192,127
180,69
72,72
96,92
102,69
146,32
44,15
16,119
12,124
141,77
24,36
134,134
109,96
134,179
84,41
13,129
150,131
173,108
163,25
86,164
194,191
101,30
82,139
193,157
105,192
186,196
100,23
24,142
162,145
45,120
171,61
73,105
78,193
14,92
148,151
113,94
97,20
200,146
33,72
42,179
193,10
62,188
138,41
195,149
145,107
110,96
32,29
112,111
165,180
152,106
100,156
35,164
33,102
113,40
29,52
55,180
53,79
10,139
143,183
15,177
69,74
66,57
43,180
58,26
84,143
193,140
178,99
159,174
48,35
153,124
12,180
184,162
152,155
88,104
117,113
158,133
200,200
90,129
69,166
58,128
167,45
195,23
160,84
166,93
145,50
76,169
147,42
84,181
45,75
36,103
172,141
99,18
44,188
128,145
74,155
19,42
22,95
119,144
113,188
76,199
23,77
36,87
87,186
117,25
87,61
60,157
32,173
80,188
20,146
142,178
72,44
122,43
91,54
162,26
172,196
12,24
99,187
113,67
113,49
106,92
156,168
10,136
21,70
121,138
124,21
166,106
93,161
175,62
17,171
25,188
183,165
179,28
174,25
92,126
168,167
122,160
173,62
152,121
49,154
71,114
197,152
196,111
115,28
28,51
138,104
113,118
59,171
134,145
14,97
154,55
92,43
160,150
34,137
56,167
194,88
160,114
39,54
38,12
11,173
196,118
142,58
20,66
23,176
145,131
142,185
124,34
134,74
115,55
74,156
24,78
49,129
21,123
151,187
194,113
50,66
168,22
142,139
54,62
67,143
58,128
58,134
40,53
142,48
53,140
103,37
129,143
46,160
38,88
14,196
86,100
141,57
51,142
151,144
87,164
179,48
47,87
133,106
60,172
158,56
200,173
39,161
76,125
182,129
66,186
133,91
21,58
103,138
81,22
116,198
70,159
21,29
163,135
163,164
175,89
121,158
166,197
196,98
114,17
122,48
39,160
37,19
187,170
195,22
69,79
126,178
132,49
129,66
160,198
143,43
181,24
22,183
75,30
196,103
159,150
159,34
80,183
122,48
177,21
111,116
111,127
72,187
34,146
149,77
70,195
40,196
163,66
23,50
102,136
77,182
87,101
99,172
81,171
180,179
142,15
154,35
40,91
127,49
165,120
199,129
196,12
123,16
124,50
138,102
53,65
94,68
136,11
193,55
118,36
106,72
154,139
175,90
138,120
125,68
150,121
11,41
63,83
98,135
182,97
118,36
64,146
79,80
182,198
131,151
136,86
101,88
77,130
43,112
188,54
43,19
188,146
55,34
34,133
100,74
193,64
33,58
22,114
19,47
166,109
195,89
152,146
74,31
73,77
120,112
15,73
192,115
156,85
175,114
125,169
161,11
44,77
66,172
25,184
138,90
159,153
74,187
77,31
58,187
18,50
146,26
97,190
138,160
140,103
138,65
168,40
127,158
177,37
16,197
92,89
82,97
59,150
155,84
29,126
154,33
149,128
38,143
68,124
48,28
195,150
42,106
17,133
115,199
141,78
81,102
172,108
61,83
81,193
150,17
198,42
73,50
103,91
64,12
53,36
64,173
25,14
102,16
167,66
91,60
107,192
165,79
71,69
16,194
176,94
54,94
45,27
127,80
10,71
40,197
105,18
88,12
177,189
12,74
138,113
53,165
11,75
13,60
34,143
93,161
181,132
34,64
58,45
165,60
80,107
14,109
30,132
162,40
140,162
108,118
153,107
43,144
85,101
109,68
179,75
80,80
76,124
155,196
82,167
145,12
42,57
87,181
59,199
173,28
84,189
19,101
29,21
97,26
41,122
70,115
176,120
78,176
76,165
167,190
101,143
159,135
63,187
11,145
173,105
19,55
93,64
188,142
133,44
72,24
14,180
179,69
141,93
168,53
13,21
196,77
47,12
38,127
19,83
135,51
94,140
69,145
133,74
63,37
110,61
180,97
35,14
189,63
16,36
113,159
190,171
13,54
110,137
160,17
54,175
21,73
93,150
59,54
38,84
39,27
177,47
139,138
43,109
53,142
88,70
16,149
43,191
22,137
28,155
92,73
55,21
94,179
165,185
10,13
137,91
14,91
50,172
126,173
124,81
18,32
20,156
40,88
165,157
51,192
22,192
27,165
105,151
173,162
60,179
23,153
35,50
126,21
156,85
73,184
23,197
62,193
176,174
162,60
129,150
184,53
99,118
80,149
12,183
130,170
115,94
47,33
173,140
75,109
187,186
68,51
48,152
117,170
128,74
49,78
18,86
92,158
179,98
23,84
36,102
138,132
198,105
88,166
148,151
128,182
106,46
12,146
80,83
192,53
124,50
11,19
47,54
94,49
39,166
163,158
104,154
196,58
101,113
119,150
54,186
129,199
186,162
122,167
162,93
163,199
22,91
193,136
149,157
32,117
146,187
151,48
88,90
132,193
75,19
87,198
188,153
110,138
53,69
140,163
137,79
72,144
153,77
102,17
179,105
174,192
84,200
170,191
148,167
74,40
176,48
51,25
77,146
30,56
21,63
113,179
194,74
94,43
191,93
54,145
176,196
170,81
185,16
72,99
95,43
82,56
186,53
179,120
83,175
80,149
137,78
184,171
107,114
144,64
102,59
158,106
34,92
61,198
151,153
188,160
18,78
167,143
150,158
109,163
198,197
41,31
47,22
68,130
152,102
80,131
64,76
103,67
173,81
180,63
120,157
157,45
188,39
162,67
117,106
125,187
128,154
33,20
28,55
141,119
73,199
171,168
12,112
150,15
69,186
117,62
27,80
38,56
38,35
178,13
116,159
143,70
195,109
148,68
12,147
73,32
76,55
132,137
34,168
92,161
172,11
26,189
139,187
53,82
36,174
35,56
157,17
160,17
21,116
19,182
120,64
62,92
102,36
195,178
154,143
41,53
90,97
108,109
77,150
92,68
42,131
165,79
163,23
163,53
193,170
181,85
116,124
39,191
122,86
174,110
127,200
112,100
23,35
180,52
172,121
91,83
199,198
91,100
134,186
193,116
88,190
108,65
193,125
101,183
119,160
194,55
178,93
129,24
89,84
126,191
174,139
31,100
18,166
165,187
25,31
114,193
139,168
88,78
71,101
76,91
96,119
144,111
70,39
17,82
30,23
98,150
96,29
56,22
177,95
109,25
115,82
172,175
56,62
67,179
151,83
154,164
51,108
56,44
168,158
146,102
107,154
134,121
18,28
152,16
141,108
177,38
109,36
99,16
22,47
138,92
75,54
66,56
69,177
132,71
90,186
189,162
143,153
148,155
34,72
106,200
192,78
190,110
106,195
114,146
45,117
136,81
88,182
56,16
12,16
19,41
107,180
194,51
10,166
43,40
115,170
104,134
185,46
34,63
169,105
28,109
103,93
132,169
94,141
149,74
179,157
132,53
27,83
25,26
36,21
200,174
99,171
91,163
179,101
160,26
170,45
136,64
99,189
16,91
137,186
101,185
162,40
30,200
63,148
41,160
98,130
151,162
37,21
102,163
154,102
195,110
47,74
91,49
125,160
36,189
109,188
135,44
23,182
130,46
142,17
73,26
81,192
16,39
194,110
70,126
186,42
71,131
152,90
119,104
115,137
169,104
119,131
184,171
131,85
12,154
120,34
132,63
49,95
187,141
171,56
17,105
16,112
89,165
157,139
47,61
86,129
95,183
166,156
172,120
72,37
179,90
181,114
82,131
177,187
90,168
65,79
85,29
17,68
15,198
70,67
12,144
74,103
42,60
38,37
78,49
115,33
83,30
15,110
175,62
196,73
99,196
108,90
79,147
111,139
117,131
97,63
24,155
93,14
49,40
191,47
174,163
50,118
121,33
188,45
194,160
115,149
115,52
20,49
121,130
58,157
128,147
90,130
12,64
10,35
50,136
67,78
149,171
170,97
151,77
194,37
16,89
97,116
141,196
50,111
59,94
176,175
103,33
57,143
142,92
94,165
24,116
28,160
125,86
150,161
52,121
119,15
111,48
42,75
190,87
24,23
96,88
94,63
42,61
119,172
68,88
40,67
36,192
33,177
86,149
130,99
185,159
172,193
144,176
26,143
38,162
169,139
124,24
181,122
24,64
132,30
127,187
174,109
138,146
67,133
106,90
151,75
138,78
173,156
128,123
171,95
65,65
187,76
41,172
98,39
95,195
60,14
108,92
53,158
159,106
100,150
67,117
46,97
67,163
176,75
187,104
123,73
174,80
151,28
193,23
12,165
25,137
